tier,value,name,source,comment,ported_addr,verified
FIELD,0xA0,NI_AV_WORLD_TRANSLATE_OFF,offsets.h,// NiPoint3  (0xC B),0xA0,commonlib
FIELD,0xAC,NI_AV_WORLD_SCALE_OFF,offsets.h,// float,0xAC,commonlib
FIELD,0x10,NI_MATRIX3_ROW_STRIDE,offsets.h,,0x10,commonlib
FIELD,0x120,NI_CAMERA_WORLD_TO_CAM_OFF,offsets.h,// 288,,
FIELD,0x160,NI_CAMERA_FRUSTUM_OFF,offsets.h,// 352,,
FIELD,0x00,NI_FRUSTUM_LEFT_OFF,offsets.h,,,
FIELD,0x04,NI_FRUSTUM_RIGHT_OFF,offsets.h,,,
FIELD,0x08,NI_FRUSTUM_TOP_OFF,offsets.h,,,
FIELD,0x0C,NI_FRUSTUM_BOTTOM_OFF,offsets.h,,,
FIELD,0x10,NI_FRUSTUM_NEAR_OFF,offsets.h,,,
FIELD,0x14,NI_FRUSTUM_FAR_OFF,offsets.h,,,
FIELD,0x18,NI_FRUSTUM_ORTHO_OFF,offsets.h,,,
FIELD,0x1A0,NI_CAMERA_SIZE,offsets.h,,,
FIELD,0xE0,PLAYER_CAMERA_STATES_OFF,offsets.h,,0xE0,commonlib
FIELD,0x1A0,PLAYER_CAMERA_ACTIVE_OFF,offsets.h,,0x1A0,commonlib
FIELD,0x188,PLAYER_CAMERA_BUF_POS_OFF,offsets.h,// NiPoint3 = 3 f32,0x188,commonlib
FIELD,0x1A7,PLAYER_CAMERA_BUF_VAL_OFF,offsets.h,// u8 flag,0x1A7,commonlib
FIELD,0x50,TES_STATE_NICAM_OFF,offsets.h,,,
FIELD,288,NI_CAMERA_VIEWPROJ_OFF,offsets.h,,,
FIELD,0x2A8,TESOBJECTARMO_ADDON_ARR_OFF,offsets.h,,0x2A8,commonlib
FIELD,0x2B8,TESOBJECTARMO_ADDON_COUNT_OFF,offsets.h,,0x2B8,commonlib
FIELD,0x10,TESOBJECTARMO_ADDON_ENTRY_STRIDE,offsets.h,,0x10,commonlib
FIELD,0x08,TESOBJECTARMO_ADDON_ARMA_PTR_OFF,offsets.h,,0x08,commonlib
FIELD,0x2A6,TESOBJECTARMO_DEFAULT_PRIORITY_OFF,offsets.h,// u16,0x2A6,commonlib
FIELD,0x56,TESOBJECTARMO_INSTANCEDATA_PRIORITY_OFF,offsets.h,// u16 inside InstanceData,0x56,commonlib
FIELD,0x00,TESOBJECTARMO_ADDON_ENTRY_PRIORITY_OFF,offsets.h,// u16 at start of each 16-byte addon entry,0x00,commonlib
FIELD,0x50,TESOBJECTARMA_MODEL_M3RD_OFF,offsets.h,,,
FIELD,0x90,TESOBJECTARMA_MODEL_F3RD_OFF,offsets.h,,,
FIELD,0x150,TESOBJECTARMA_MODEL_M1ST_OFF,offsets.h,,,
FIELD,0x190,TESOBJECTARMA_MODEL_F1ST_OFF,offsets.h,,,
FIELD,0x08,TESMODEL_PATH_BSFIXEDSTR_OFF,offsets.h,,0x08,commonlib
FIELD,0x1E8,TESOBJECTARMO_BIPED_SLOTS_OFF,offsets.h,// u32 bitmask,0x1E8,commonlib
FIELD,0x18,BSFIXEDSTRING_CSTR_OFF,offsets.h,,,
FIELD,0xC8,BGSMOD_ATTACHMENT_MOD_SIZE,offsets.h,,,
FIELD,0x88,BGSMOD_PROPERTY_ARRAY_DATA_OFF,offsets.h,,,
FIELD,0x90,BGSMOD_PROPERTY_ARRAY_COUNT_OFF,offsets.h,,,
FIELD,0x10,BGSMOD_PROPERTY_RECORD_STRIDE,offsets.h,,,
FIELD,0x98,BGSMOD_ATTACH_PARENT_ARRAY_OFF,offsets.h,,,
FIELD,0xA0,BGSMOD_ATTACH_PARENT_DATA_OFF,offsets.h,// abs,,
FIELD,0xA8,BGSMOD_ATTACH_PARENT_COUNT_OFF,offsets.h,// abs,,
FIELD,0xB0,BGSMOD_KEYWORD_LIST_DATA_OFF,offsets.h,,,
FIELD,0xB8,BGSMOD_KEYWORD_LIST_COUNT_OFF,offsets.h,,,
FIELD,0x02,BGSMOD_KEYWORD_LIST_STRIDE,offsets.h,,,
FIELD,0x08,BSEXTRADATA_NEXT_OFF,offsets.h,,0x08,commonlib
FIELD,0x12,BSEXTRADATA_TYPE_BYTE_OFF,offsets.h,,,
FIELD,40,BGSOBJECTINSTANCEEXTRA_SIZE,offsets.h,,,
FIELD,0x18,BGSOBJECTINSTANCEEXTRA_INNER_OFF,offsets.h,,,
FIELD,0x2462298,BGSOBJECTINSTANCEEXTRA_VTABLE_RVA,offsets.h,,,
FIELD,0x00,OIE_INNER_DATA_OFF,offsets.h,,,
FIELD,0x08,OIE_INNER_DATA_BYTELEN_OFF,offsets.h,,,
FIELD,16,OIE_INNER_SIZE,offsets.h,,,
FIELD,8,OBJMOD_RECORD_STRIDE,offsets.h,,,
FIELD,0x00,OBJMOD_FORM_ID_OFF,offsets.h,,,
FIELD,0x04,OBJMOD_ATTACH_INDEX_OFF,offsets.h,,,
FIELD,0x05,OBJMOD_INDEX2_RANK_OFF,offsets.h,,,
FIELD,0x06,OBJMOD_FLAG_OFF,offsets.h,,,
FIELD,0x08,BSEXTRADATALIST_HEAD_OFF,offsets.h,,,
FIELD,0x10,INV_STACK_NEXT_OFF,offsets.h,,,
FIELD,0x18,INV_STACK_EXTRAS_OFF,offsets.h,,,
FIELD,0x48,IANIMGRAPHHOLDER_OFF,offsets.h,// Actor → IAnimationGraphManagerHolder sub-object,0x48,commonlib
FIELD,0xF0,LOADED_REF_DATA_OFF,offsets.h,// Actor → LoadedRefData*,0xF0,commonlib
FIELD,0x08,LOADED_REF_DATA_3D_OFF,offsets.h,// LoadedRefData → NiAVObject*,,
FIELD,0x60,NI_AV_LOCAL_TRANSLATE_OFF,offsets.h,,0x60,commonlib
FIELD,0x380,ACTOR_COMBAT_TARGET_FORMID_OFF,offsets.h,// u32 form_id,,
FIELD,0x2D0,ACTOR_FLAGS_720_OFF,offsets.h,"// u32 flags, bit 0x4000 = InCombat",,
FIELD,0x10,AIM_CTRL_PARENT_HIGHPROC_OFF,offsets.h,// = HighProcess*,,
FIELD,0x18,AIM_CTRL_TARGET_POS_X_OFF,offsets.h,// float (written by SetAimTarget),,
FIELD,0x1C,AIM_CTRL_TARGET_POS_Y_OFF,offsets.h,// float,,
FIELD,0x20,AIM_CTRL_TARGET_POS_Z_OFF,offsets.h,// float,,
FIELD,0x28,AIM_CTRL_TYPE_TAG_OFF,offsets.h,"// u32 (1=gun, 2=charge, 3=melee — a3 from ctor)",,
FIELD,0x30,AIM_CTRL_SLOT_FILTER_OFF,offsets.h,// u32 = slot_id | (wstate_flags<<8) — match key for sub_14087D190 walk,,
FIELD,0x34,AIM_CTRL_FLAGS_OFF,offsets.h,"// u32 — bit 0 = ""valid aim"" (set by SetAimTarget)",,
FIELD,0x38,AIM_CTRL_TIMESTAMP_OFF,offsets.h,// float = g_game_time when set,,
FIELD,0x98,HIGHPROC_CHILDREN_BSTARRAY_DATA_OFF,offsets.h,// void** data,,
FIELD,0xA8,HIGHPROC_CHILDREN_BSTARRAY_SIZE_OFF,offsets.h,// u32 count,,
FIELD,0x30,HIGHPROC_LOCK_OFF,offsets.h,// recursive spinlock (unused by us; supervisor noted for future),,
FIELD,135939,COMBAT_MANAGER_BAG_INDEX,offsets.h,,,
FIELD,0x68,HIGHPROC_OWNER_HANDLE_OFF,offsets.h,// owner Actor handle DWORD,,
FIELD,0x6C,HIGHPROC_TARGET_HANDLE_OFF,offsets.h,// primary combat target handle DWORD,,
FIELD,0x189,HIGHPROC_SKIP_TICK_FLAG_OFF,offsets.h,// sticky skip-tick byte (Agent 1 §8.1 step 6),,
FIELD,0x08,AIM_CTRL_REFCOUNT_OFF,offsets.h,// NiRefObject refcount,,
FIELD,0x10,AIM_CTRL_PARENT_OFF,offsets.h,// HighProcess*,,
FIELD,0x300,HIT_DATA_TARGET_ACTOR_OFFSET,offsets.h,,,
FIELD,0x444,ACTOR_HEALTH_CELL_OFF,offsets.h,"// 3×f32, current = sum",,
FIELD,0x58,ACTOR_AVOWNER_OFF,offsets.h,,,
FIELD,0x08,AVOWNER_GET_CURRENT_VTBL,offsets.h,"// (avo, AVInfo) -> float  [2-arg]",,
FIELD,0x10,AVOWNER_GET_MAX_VTBL,offsets.h,,,
FIELD,0x8F0,BEHAVIOR_HOLDER_OFFSET,offsets.h,// 2288,,
FIELD,0x158,BEHAVIOR_THREAD_PROCESS_OFFSET,offsets.h,// 344,,
FIELD,0x68,BEHAVIOR_AIPROCESS_ACTOR_OFFSET,offsets.h,// 104,,
FIELD,0x300,ACTOR_AIPROCESS_PTR_OFF,offsets.h,// *(Actor+0x300) = AIProcess*,0x300,commonlib
FIELD,0x318,ACTOR_GRAPHMGR_SMARTPTR_OFF,offsets.h,// smart-ptr to BSAnimGraphMgr,,
FIELD,0x43C,ACTOR_FLAGS_43C_OFF,offsets.h,// Actor::flags_43C,,
FIELD,0x3A0,ACTOR_TIMER1_OFF,offsets.h,// float countdown 1 (idle/speech),,
FIELD,0x388,ACTOR_TIMER2_OFF,offsets.h,// float countdown 2,,
FIELD,0x39C,ACTOR_TIMER1_INT_OFF,offsets.h,// companion int that gets zeroed when timer1<=0,,
FIELD,0x008,ACTOR_EXTRADATALIST_OFF,offsets.h,// Actor+0x08 = ExtraDataList*,,
FIELD,0x010,ACTOR_AIPROC_INNER_OFF,offsets.h,// AIProcess inner offset for anim-graph dispatch (aiproc->inner = *(aiproc+0x10)),,
FIELD,0x040,GRAPHMGR_VT_UPDATE_OFF,offsets.h,,,
FIELD,0x288,ACTOR_VT_UPDATELOADEDREF_OFF,offsets.h,,,
FIELD,0x1A1,MOVCTRL_DISABLED_BYTE_OFF,offsets.h,,,
FIELD,0x318,ACTOR_MOVCTRL_PTR_OFF,offsets.h,,,
FIELD,41,PROCMGR_BAG_PROCESSLISTS_IDX,offsets.h,// [41] = ProcessLists*,,
FIELD,0xE10,PLAYER_INSTANCE_SIZE,offsets.h,,0xE10,commonlib
FIELD,0x328,ACTOR_AIPROCESS_OFF,offsets.h,,0x328,commonlib
FIELD,0x40,AIPROCESS_CONTROLLER_OFF,offsets.h,,,
FIELD,0x100,AIPROCESS_SELECTOR_LIST_OFF,offsets.h,,,
FIELD,0x110,AIPROCESS_SELECTOR_COUNT_OFF,offsets.h,,,
FIELD,0x28,FIXED_SELECTOR_BLOCK_SIZE,offsets.h,,,
FIELD,0x120,CONTROLLER_SPINLOCK_OFF,offsets.h,,,
FIELD,0x20,CONTROLLER_KNOWN_TGT_BASE_OFF,offsets.h,// = 32,,
FIELD,0x30,CONTROLLER_KNOWN_TGT_COUNT_OFF,offsets.h,// = 48,,
FIELD,24,KNOWN_TGT_ENTRY_STRIDE,offsets.h,// 24-byte records,,
FIELD,0x100,AIPROCESS_SELECTORS_BASE_OFF,offsets.h,,,
FIELD,0x110,AIPROCESS_SELECTORS_COUNT_OFF,offsets.h,,,
FIELD,0x178,AIPROCESS_CACHED_ATTACKER_OFF,offsets.h,,,
FIELD,0x180,AIPROCESS_CACHED_TARGET_OFF,offsets.h,,,
FIELD,0x08,NIREFOBJECT_REFCOUNT_OFF,offsets.h,,0x08,commonlib
FIELD,0x68,AIPROCESS_TARGET_HANDLE_1_OFF,offsets.h,,,
FIELD,0x6C,AIPROCESS_TARGET_HANDLE_2_OFF,offsets.h,,,
FIELD,0x170,AIPROCESS_LOCK_COUNTER_OFF,offsets.h,,,
FIELD,0xDF,AIPROCESS_ALIVE_BYTE_OFF,offsets.h,,,
FIELD,0xDFF,ACTOR_IS_1P_FLAGS_OFF,offsets.h,,,
FIELD,0x110,ACTOR_MAGIC_TARGET_OFF,offsets.h,,,
FIELD,4,MAGIC_TARGET_VT_IMMUNITY_SLOT,offsets.h,// vt[4],,
FIELD,0x08,COMBATCTRL_ENTRIES_BASE_OFF,offsets.h,// entries[]* base,,
FIELD,0x18,COMBATCTRL_ENTRIES_COUNT_OFF,offsets.h,// entry count,,
FIELD,0x20,COMBATCTRL_ID_LIST_BASE_OFF,offsets.h,// secondary id_list base,,
FIELD,0x30,COMBATCTRL_ID_LIST_COUNT_OFF,offsets.h,// id_list count,,
FIELD,0xD0,COMBATCTRL_ENTRY_STRIDE,offsets.h,// 208 bytes per entry,,
FIELD,0x00,COMBATCTRL_ENTRY_FORMID_OFF,offsets.h,// formid at entry+0,,
FIELD,0x0C,COMBATCTRL_ENTRY_FLAGS_OFF,offsets.h,// flags at entry+0xC,,
FIELD,0x40,ACTOR_COMBAT_CONTROLLER_OFF,offsets.h,,,
FIELD,0x78,COMBATCTRL_TARGET_MAP_OFF,offsets.h,// sub-obj ptr,,
NOVEL,0x00C612E0,KILL_ENGINE_RVA,offsets.h,// sub_140C612E0,,
KNOWN,0x00311850,LOOKUP_BY_FORMID_RVA,offsets.h,// sub_140311850,,
KNOWN,0x02564838,TESOBJECTREFR_VTABLE_RVA,offsets.h,,0x02C87AE8,addresslib
KNOWN,0x032D2260,PLAYER_SINGLETON_RVA,offsets.h,,0x05AA4388,addresslib
KNOWN,0x01658FE0,INVLIST_MUTEX_LOCK_RVA,offsets.h,// lock(mtx*),,
KNOWN,0x016592B0,INVLIST_MUTEX_UNLOCK_RVA,offsets.h,// unlock(mtx*),,
NOVEL,0x00349B30,INVITEM_GET_COUNT_RVA,offsets.h,// entry → int count,,
KNOWN,0x00B01290,MAIN_MENU_REGISTRAR_RVA,offsets.h,,0x00BBC050,matcher-exact
KNOWN,0x013F0A40,PAPYRUS_GLOBALVAR_SETVALUE_RVA,offsets.h,,,
KNOWN,0x01449550,PAPYRUS_QUEST_SETSTAGE_RVA,offsets.h,,,
KNOWN,0x00511F10,BGS_INV_LIST_MATERIALIZE_RVA,offsets.h,,,
KNOWN,0x00313570,TESFORM_GET_COMPONENT_RVA,offsets.h,,,
NOVEL,0x00D62930,PLAYER_PICKUP_RVA,offsets.h,// sub_140D62930 (kept for reference; NOT hooked),,
NOVEL,0x00500430,INV_ADD_FROM_WORLD_RVA,offsets.h,// sub_140500430 — our NEW hook target,,
NOVEL,0x0103E950,CONTAINER_MENU_TRANSFER_ITEM_RVA,offsets.h,// sub_14103E950,,
KNOWN,0x0021E230,REFHANDLE_RESOLVE_RVA,offsets.h,// sub_14021E230,0x0000AC90,addresslib
NOVEL,0x003478E0,INV_ENTRY_TO_FORM_RVA,offsets.h,// sub_1403478E0,,
KNOWN,0x030E1370,FORM_CACHE_SINGLETON_RVA,offsets.h,// qword_1430E1370,0x058D36C8,addresslib
KNOWN,0x011735A0,ENGINE_ADD_ITEM_RVA,offsets.h,,,
KNOWN,0x011825A0,ENGINE_REMOVE_ITEM_RVA,offsets.h,,,
KNOWN,0x00305760,ENGINE_SET_OPEN_STATE_RVA,offsets.h,,,
NOVEL,0x00514180,ENGINE_ACTIVATE_WORKER_RVA,offsets.h,,,
KNOWN,0x00563320,ENGINE_FORCE_UNLOCK_RVA,offsets.h,,,
KNOWN,0x00563360,ENGINE_FORCE_LOCK_RVA,offsets.h,,,
KNOWN,0x00563170,ENGINE_LOCK_DATA_GET_RVA,offsets.h,,,
KNOWN,0x01158640,ENGINE_LOCK_PAPYRUS_APPLY_RVA,offsets.h,,,
KNOWN,0x00BF93B0,LOAD_GAME_FN_RVA,offsets.h,// sub_140BF93B0,0x00CED400,matcher-strong
KNOWN,0x0329D508,SAVE_LOAD_MGR_SINGLETON_RVA,offsets.h,// qword_14329D508,,
NOVEL,0x01084830,LOAD_PRECOND_FN_RVA,offsets.h,// sub_141084830,,
KNOWN,0x031E5A90,SAVE_DEV_SINGLETON_RVA,offsets.h,// qword_1431E5A90,,
NOVEL,0x00C37200,LOAD_PREP_FN_RVA,offsets.h,// sub_140C37200,,
NOVEL,0x032D1FEA,LOAD_IN_PROGRESS_FLAG_RVA,offsets.h,// byte_1432D1FEA,,
NOVEL,0x00C38F80,SCENE_RENDER_RVA,offsets.h,,,
KNOWN,0x030DBD58,PLAYER_CAMERA_SINGLETON_RVA,offsets.h,,0x058CEB28,addresslib
KNOWN,0x0267DD50,NI_CAMERA_VTABLE_RVA,offsets.h,,0x02E15E38,addresslib
NOVEL,0x032D25D0,MAIN_CULLING_CAMERA_INSTANCE_RVA,offsets.h,,,
NOVEL,0x032D2590,MAIN_CULLING_CAMERA_PTR_SLOT_RVA,offsets.h,,,
KNOWN,0x0255DB08,MAIN_CULLING_CAMERA_VTABLE_RVA,offsets.h,,,
KNOWN,0x01159C10,PLACE_AT_ME_RVA,offsets.h,,,
KNOWN,0x00CE5900,ENGINE_EQUIP_OBJECT_RVA,offsets.h,,,
KNOWN,0x00CE5DA0,ENGINE_UNEQUIP_OBJECT_RVA,offsets.h,,,
KNOWN,0x031E3328,ACTOR_EQUIP_MGR_SINGLETON_RVA,offsets.h,,,
NOVEL,0x00436820,OBJINSTANCE_BUILD_HOLDER_RVA,offsets.h,,,
KNOWN,0x00818D60,SET_GRAPH_VAR_BOOL_RVA,offsets.h,,,
KNOWN,0x00818D80,SET_GRAPH_VAR_INT_RVA,offsets.h,,,
KNOWN,0x00818DA0,SET_GRAPH_VAR_FLOAT_RVA,offsets.h,,,
KNOWN,0x0167BDC0,BSFIXEDSTRING_MAKE_RVA,offsets.h,,,
NOVEL,0x00C636A0,ACTOR_UPDATE_PERFRAME_RVA,offsets.h,,,
NOVEL,0x00C76590,ENGINE_ENABLE_AI_RVA,offsets.h,,,
NOVEL,0x00C60BE0,ACTOR_ATOMIC_TELEPORT_RVA,offsets.h,,,
KNOWN,0x018763E0,NIAV_SET_MOTION_TYPE_RVA,offsets.h,,,
NOVEL,0x00CEEC30,PKG_SELECTOR_RVA,offsets.h,,,
NOVEL,0x00768CC0,PKG_EVAL_CONDITIONS_RVA,offsets.h,,,
NOVEL,0x00C5CCE0,COMBAT_TARGET_SETTER_RVA,offsets.h,,,
NOVEL,0x00E65820,AIM_SET_TARGET_RVA,offsets.h,,,
NOVEL,0x00CD1830,WEAPON_STATE_CLASS_SETTER_RVA,offsets.h,,,
NOVEL,0x00CD0A60,ACTOR_RESOLVE_WEAPON_SLOT_RVA,offsets.h,,,
NOVEL,0x02578C28,COMBAT_AIM_CONTROLLER_VTBL_RVA,offsets.h,,,
NOVEL,0x00CCF810,ENTER_COMBAT_RVA,offsets.h,,,
NOVEL,0x00ED2390,COMBAT_PROMOTER_FRESH_RVA,offsets.h,// sub_140ED2390,,
NOVEL,0x00E653D0,COMBAT_AIM_CONTROLLER_CTOR_RVA,offsets.h,// sub_140E653D0,,
NOVEL,0x00C65E20,MOVEMENT_TICK_RVA,offsets.h,,,
NOVEL,0x00513A80,SETPOSITION_NIPOINT3_RVA,offsets.h,,,
NOVEL,0x00C60630,ACTOR_SETPOS_VT202_RVA,offsets.h,,,
NOVEL,0x018B9790,BHK_CHAR_FINISH_STEP_RVA,offsets.h,,,
NOVEL,0x0086FCA0,COMBAT_GUNFIRE_DECIDE_RVA,offsets.h,,,
NOVEL,0x00479680,ACTOR_FIRE_WEAPON_RVA,offsets.h,,,
NOVEL,0x0087AB30,AIPROCESS_SET_COMBAT_TARGET_RVA,offsets.h,,,
NOVEL,0x00CEEC30,AIPROCESS_PROCESS_MOVEMENT_RVA,offsets.h,,,
NOVEL,0x00E6F830,ACTOR_DISPATCH_ATTACK_ACTION_RVA,offsets.h,,,
NOVEL,0x00CD2780,ACTOR_HIT_APPLIER_RVA,offsets.h,,,
NOVEL,0x00CC9650,ACTOR_HP_FUNNEL_RVA,offsets.h,// sub_140CC9650,,
NOVEL,0x00CCFDF0,ACTOR_COMBAT_ORCHESTRATOR_RVA,offsets.h,,,
NOVEL,0x00C8DFF0,HOSTILITY_CORE_RVA,offsets.h,// sub_140C8DFF0,,
NOVEL,0x00E9E650,ALIVE_COUNTER_RVA,offsets.h,// sub_140E9E650,,
NOVEL,0x004FB890,CELL_LOADED_RVA,offsets.h,// sub_1404FB890,,
NOVEL,0x0087A900,POST_PICK_GATE_RVA,offsets.h,// sub_14087A900,,
NOVEL,0x00DEF780,EVENT_DISPATCH_RVA,offsets.h,// sub_140DEF780,,
NOVEL,0x00CF6100,COMBAT_ENGAGE_GATE_RVA,offsets.h,,,
NOVEL,0x03E5C658,BEHAVIOR_THREAD_HOLDER_TLSIDX_RVA,offsets.h,,,
NOVEL,0x00C960C0,PUPPET_DEATH_FADE_RVA,offsets.h,// sub_140C960C0 — death-fade / deferred death,,
NOVEL,0x00C5AD90,PUPPET_MOUNT_SWIM_FLAGS_RVA,offsets.h,// sub_140C5AD90 — mount/swim flag sync,,
NOVEL,0x00DA8F60,PUPPET_ANIM_EVENT_DRAIN_RVA,offsets.h,// sub_140DA8F60 — BSAnimGraphMgr push unprocessed events,,
NOVEL,0x00CE1720,PUPPET_TICK_RENDER_STATE_RVA,offsets.h,// sub_140CE1720 — Actor::TickRenderState_PerFrame (SyncBehavior + BipedAnim::Update),,
NOVEL,0x00C9B860,PUPPET_SHUTDOWN_TRANSITION_RVA,offsets.h,// sub_140C9B860 — Actor::ProcessShutdownTransition,,
NOVEL,0x00CEEBD0,PUPPET_ANIM_DISPATCH_DELTA_RVA,offsets.h,// sub_140CEEBD0 — AIProcess::AnimGraph TickWithDelta (delta>0),,
NOVEL,0x00CEEB90,PUPPET_ANIM_DISPATCH_IDLE_RVA,offsets.h,// sub_140CEEB90 — TickIdle (delta=0),,
NOVEL,0x00C1F120,PUPPET_BS_TIME_FRAME_COUNT_RVA,offsets.h,// sub_140C1F120 — BSTime::GetFrameCount (returns u8 parity),,
NOVEL,0x00280660,PUPPET_EXTRADATA_PARITY_TICK_RVA,offsets.h,// sub_140280660 — ExtraDataList::OnFrameTickWithParity,,
NOVEL,0x00CF2290,PUPPET_AIPROC_POST_EXTRA_RVA,offsets.h,// sub_140CF2290 — AIProcess::OnTickPostExtra,,
NOVEL,0x00C65F50,PUPPET_STATIC_BLOCK_CHECK_RVA,offsets.h,// sub_140C65F50 — Actor::OnFrameStaticBlockCheck (water/cell),,
NOVEL,0x00DC8170,PUPPET_GRAPHMGR_IS_LOADING_RVA,offsets.h,// sub_140DC8170 — BSAnimGraphMgr::IsLoading predicate,,
NOVEL,0x00516FB0,PUPPET_ACTOR_IS_LOADED3D_RVA,offsets.h,// sub_140516FB0 — Actor::IsLoaded3DInWorld,,
NOVEL,0x016597B0,PUPPET_STACK_LOCAL_CTOR_A_RVA,offsets.h,// sub_1416597B0 — stack-local init (BSTArray / NiPointer ctor),,
NOVEL,0x01659470,PUPPET_STACK_LOCAL_CTOR_B_RVA,offsets.h,// sub_141659470 — second stack-local init,,
NOVEL,0x0029CC10,PUPPET_STACK_LOCAL_DTOR_RVA,offsets.h,// sub_14029CC10 — stack-local dtor (pairs to ctor_a/b),,
NOVEL,0x00DFF6B0,WEAPON_FIRE_HANDLER_RVA,offsets.h,,,
NOVEL,0x00CD07F0,ACTOR_RESOLVE_WEAPON_FOR_SLOT_RVA,offsets.h,,,
NOVEL,0x02ED4E40,EQUIP_DEFAULT_SLOT_DWORD_RVA,offsets.h,,,
NOVEL,0x00DC80B0,MOVCTRL_SET_DISABLED_RVA,offsets.h,,,
NOVEL,0x00D52350,PLAYER_CTOR_RVA,offsets.h,// sub_140D52350,,
KNOWN,0x016579C0,MEMMGR_ALLOC_RVA,offsets.h,// sub_1416579C0,0x01B0EE10,matcher-exact
KNOWN,0x01657F90,MEMMGR_LAZY_INIT_RVA,offsets.h,// sub_141657F90,,
KNOWN,0x03E5E0F0,MEMMGR_INSTANCE_RVA,offsets.h,// unk_143E5E0F0,,
NOVEL,0x03E5F2D0,MEMMGR_INIT_GUARD_RVA,offsets.h,// dword_143E5F2D0,,
KNOWN,0x031E2D50,PLAYER_ALT_SINGLETON_RVA,offsets.h,// MEMORY[0x1431E2D50],,
NOVEL,0x030DBF78,PROCMGR_BAG_RVA,offsets.h,// qword_1430DBF78,,
NOVEL,0x00DAF6D0,PROCESSLISTS_ADD_ACTOR_RVA,offsets.h,,,
NOVEL,0x00517020,REFR_SETPARENTCELL_RVA,offsets.h,// sub_140517020,,
NOVEL,0x00513A80,REFR_SETPOSITION_LEAF_RVA,offsets.h,// sub_140513A80,,
KNOWN,0x0022C8B0,HANDLE_GET_OR_ALLOC_RVA,offsets.h,// sub_14022C8B0,0x0000AAC0,addresslib
NOVEL,0x00E91D70,ADD_COMBAT_TARGET_RVA,offsets.h,// sub_140E91D70,,
NOVEL,0x00EE9780,FIXED_SELECTOR_CTOR_RVA,offsets.h,// sub_140EE9780,,
KNOWN,0x016579C0,ENGINE_HEAP_ALLOC_RVA,offsets.h,// sub_1416579C0,0x01B0EE10,matcher-exact
KNOWN,0x03E5E0F0,ENGINE_HEAP_DESC_RVA,offsets.h,// &unk_143E5E0F0,,
NOVEL,0x016592C0,LOCK_RELEASE_WRITE_RVA,offsets.h,,,
NOVEL,0x030DA390,HANDLE_TABLE_BASE_RVA,offsets.h,,,
KNOWN,0x02560CB0,ACTOR_IAGMH_VTABLE_RVA,offsets.h,,,
NOVEL,0x00E98820,COMBATCTRL_FIND_ENTRY_RVA,offsets.h,,,
NOVEL,0x00E988A0,COMBATCTRL_HOUSEKEEPING_RVA,offsets.h,,,
NOVEL,0x00E918C0,COMBATCTRL_PROCESS_TICK_RVA,offsets.h,,,
NOVEL,0x00E91D70,COMBATCTRL_ADD_TARGET_RVA,offsets.h,,,
NOVEL,0x00E98480,COMBATCTRL_TIER1_E98480_RVA,offsets.h,,,
